Date,Security_Type,Symbol,Side,Quantity,Available_Qty,Close_Price,Market_Value,Floating_PnL,Avg_Open_Price,Avg_Position_Price,Margin,Daily_PnL,Today_Lots,PnL_Ratio,Position_Weight
2024-11-06,,Cash,,,,,595.33,,,,,,,,0
2024-11-07,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,8.48,285776,27971,7.65,-,0,8088,0Shares,10.85%,286371.33,99.79%
2024-11-07,,Cash,,,,,595.33,,,,,,,,0
2024-11-08,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,8.5,286450,28645,7.65,-,0,674,0Shares,11.11%,287045.33,99.79%
2024-11-08,,Cash,,,,,595.33,,,,,,,,0
2024-11-11,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,8.39,282743,24938,7.65,-,0,-3707,0Shares,9.67%,283338.33,99.79%
2024-11-11,,Cash,,,,,595.33,,,,,,,,0
2024-11-12,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,8.06,271622,13817,7.65,-,0,-11121,0Shares,5.36%,272217.33,99.78%
2024-11-12,,Cash,,,,,595.33,,,,,,,,0
2024-11-13,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,8.1,272970,15165,7.65,-,0,1348,0Shares,5.88%,273565.33,99.78%
2024-11-13,,Cash,,,,,595.33,,,,,,,,0
2024-11-14,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.95,267915,10110,7.65,-,0,-5055,0Shares,3.92%,268510.33,99.78%
2024-11-14,,Cash,,,,,595.33,,,,,,,,0
2024-11-15,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.98,268926,11121,7.65,-,0,1011,0Shares,4.31%,269521.33,99.78%
2024-11-15,,Cash,,,,,595.33,,,,,,,,0
2024-11-18,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.8,262860,5055,7.65,-,0,-6066,0Shares,1.96%,263455.33,99.77%
2024-11-18,,Cash,,,,,595.33,,,,,,,,0
2024-11-19,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.94,267578,9773,7.65,-,0,4718,0Shares,3.79%,268173.33,99.78%
2024-11-19,,Cash,,,,,595.33,,,,,,,,0
2024-11-20,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.91,266567,8762,7.65,-,0,-1011,0Shares,3.4%,267162.33,99.78%
2024-11-20,,Cash,,,,,595.33,,,,,,,,0
2024-11-21,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.93,267241,9436,7.65,-,0,674,0Shares,3.66%,267836.33,99.78%
2024-11-21,,Cash,,,,,595.33,,,,,,,,0
2024-11-22,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.65,257805,0,7.65,-,0,-9436,0Shares,0%,258400.33,99.77%
2024-11-22,,Cash,,,,,595.33,,,,,,,,0
2024-11-25,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.57,255109,-2696,7.65,-,0,-2696,0Shares,-1.05%,255704.33,99.77%
2024-11-25,,Cash,,,,,595.33,,,,,,,,0
2024-11-26,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.57,255109,-2696,7.65,-,0,0,0Shares,-1.05%,255704.33,99.77%
2024-11-26,,Cash,,,,,595.33,,,,,,,,0
2024-11-27,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.64,257468,-337,7.65,-,0,2359,0Shares,-0.13%,258063.33,99.77%
2024-11-27,,Cash,,,,,595.33,,,,,,,,0
2024-11-28,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.52,253424,-4381,7.65,-,0,-4044,0Shares,-1.7%,254019.33,99.77%
2024-11-28,,Cash,,,,,595.33,,,,,,,,0
2024-11-29,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.52,253424,-4381,7.65,-,0,0,0Shares,-1.7%,254019.33,99.77%
2024-11-29,,Cash,,,,,595.33,,,,,,,,0
2024-12-02,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.59,255783,-2022,7.65,-,0,2359,0Shares,-0.78%,256378.33,99.77%
2024-12-02,,Cash,,,,,595.33,,,,,,,,0
2024-12-03,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.59,255783,-2022,7.65,-,0,0,0Shares,-0.78%,256378.33,99.77%
2024-12-03,,Cash,,,,,595.33,,,,,,,,0
2024-12-04,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.64,257468,-337,7.65,-,0,1685,0Shares,-0.13%,258063.33,99.77%
2024-12-04,,Cash,,,,,595.33,,,,,,,,0
2024-12-05,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.54,254098,-3707,7.65,-,0,-3370,0Shares,-1.44%,254693.33,99.77%
2024-12-05,,Cash,,,,,595.33,,,,,,,,0
2024-12-06,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.64,257468,-337,7.65,-,0,3370,0Shares,-0.13%,258063.33,99.77%
2024-12-06,,Cash,,,,,595.33,,,,,,,,0
2024-12-09,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.64,257468,-337,7.65,-,0,0,0Shares,-0.13%,258063.33,99.77%
2024-12-09,,Cash,,,,,595.33,,,,,,,,0
2024-12-10,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.67,258479,674,7.65,-,0,1011,0Shares,0.26%,259074.33,99.77%
2024-12-10,,Cash,,,,,595.33,,,,,,,,0
2024-12-11,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.88,265556,7751,7.65,-,0,7077,0Shares,3.01%,266151.33,99.78%
2024-12-11,,Cash,,,,,595.33,,,,,,,,0
2024-12-12,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.85,264545,6740,7.65,-,0,-1011,0Shares,2.61%,265140.33,99.78%
2024-12-12,,Cash,,,,,595.33,,,,,,,,0
2024-12-13,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.6,256120,-1685,7.65,-,0,-8425,0Shares,-0.65%,256715.33,99.77%
2024-12-13,,Cash,,,,,595.33,,,,,,,,0
2024-12-16,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.45,251065,-6740,7.65,-,0,-5055,0Shares,-2.61%,251660.33,99.76%
2024-12-16,,Cash,,,,,595.33,,,,,,,,0
2024-12-17,,Cash,,,,,248641.45,,,,,,,,0
2024-12-18,,Cash,,,,,248641.45,,,,,,,,0
2024-12-19,,Cash,,,,,248641.45,,,,,,,,0
2024-12-20,Stock,三夫户外(002780.XSHE),Long,19100Shares,0Shares,13.02,248682,573,12.99,-,0,573,19100Shares,0.23%,249140.02,99.82%
2024-12-20,,Cash,,,,,458.02,,,,,,,,0
2024-12-23,,Cash,,,,,234319.6,,,,,,,,0
2024-12-24,,Cash,,,,,234319.6,,,,,,,,0
2024-12-25,,Cash,,,,,234319.6,,,,,,,,0
2024-12-26,Stock,和而泰(002402.XSHE),Long,4000Shares,0Shares,19.65,78600,2320,19.07,-,0,2320,4000Shares,3.04%,243709.11,32.25%
2024-12-26,Stock,三夫户外(002780.XSHE),Long,6500Shares,0Shares,12.65,82225,4225,12,-,0,4225,6500Shares,5.42%,243709.11,33.74%
2024-12-26,Stock,领益智造(002600.XSHE),Long,9400Shares,0Shares,8.54,80276,2914,8.23,-,0,2914,9400Shares,3.77%,243709.11,32.94%
2024-12-26,,Cash,,,,,2608.11,,,,,,,,0
2024-12-27,Stock,和而泰(002402.XSHE),Long,4000Shares,4000Shares,19.42,77680,1400,19.07,-,0,-920,0Shares,1.84%,243201.54,31.94%
2024-12-27,Stock,领益智造(002600.XSHE),Long,9400Shares,9400Shares,8.54,80276,2914,8.23,-,0,0,0Shares,3.77%,243201.54,33.01%
2024-12-27,,Cash,,,,,85245.54,,,,,,,,0
2024-12-30,Stock,和而泰(002402.XSHE),Long,4000Shares,4000Shares,19.07,76280,0,19.07,-,0,-1400,0Shares,0%,239733.54,31.82%
2024-12-30,Stock,领益智造(002600.XSHE),Long,9400Shares,9400Shares,8.32,78208,846,8.23,-,0,-2068,0Shares,1.09%,239733.54,32.62%
2024-12-30,,Cash,,,,,85245.54,,,,,,,,0
2024-12-31,Stock,领益智造(002600.XSHE),Long,9400Shares,9400Shares,8,75200,-2162,8.23,-,0,-3008,0Shares,-2.79%,233270.74,32.24%
2024-12-31,,Cash,,,,,158070.74,,,,,,,,0
