combo_id,strategy_name,strategy_description,holding_period,selection_count,factor_long_term_low_volume,factor_rolling_pe,factor_turnover_rate,factor_oversold,cumulative_nav,annual_return,max_drawdown,return_drawdown_ratio,win_rate,return_std_dev
1,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,22.28,21.11%,-48.73%,0.43,53.04%,2.01%
2,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,22.28,21.11%,-48.73%,0.43,53.04%,2.01%
3,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,21.08,20.70%,-48.86%,0.42,52.56%,2.01%
4,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,19.59,20.15%,-48.78%,0.41,52.61%,2.00%
5,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,24.83,21.92%,-49.19%,0.45,53.09%,2.00%
6,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,21.55,20.86%,-49.62%,0.42,52.61%,2.01%
7,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,23.05,21.36%,-49.33%,0.43,52.84%,1.99%
8,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,34.27,24.37%,-48.17%,0.51,53.12%,2.00%
9,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,25.28,22.06%,-50.04%,0.44,52.76%,1.99%
10,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 30,5D,5,30,,30,30,26.03,22.28%,-53.79%,0.41,52.79%,1.99%
11,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,40.23,25.61%,-48.37%,0.53,53.09%,2.00%
12,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,29.29,23.17%,-50.61%,0.46,52.91%,1.98%
13,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 30,5D,5,30,,22,30,27.67,22.74%,-52.40%,0.43,52.89%,1.98%
14,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,34.91,24.51%,-50.28%,0.49,53.27%,1.99%
15,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,28.5,22.96%,-52.66%,0.44,53.50%,1.99%
16,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,27.85,22.79%,-52.95%,0.43,52.96%,1.99%
17,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 31,5D,5,30,,10,31,23.62,21.55%,-53.01%,0.41,52.99%,1.99%
18,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 31,5D,5,30,,11,31,14.45,17.91%,-52.77%,0.34,52.84%,2.00%
19,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 31,5D,5,30,,12,31,22.19,21.08%,-50.40%,0.42,52.68%,1.99%
20,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,5D,5,30,,30,31,18.59,19.76%,-52.03%,0.38,52.63%,1.99%
21,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,5D,5,30,,30,31,20.58,20.52%,-51.50%,0.4,52.66%,2.00%
22,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,5D,5,30,,30,31,22.87,21.30%,-48.64%,0.44,53.17%,2.00%
23,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 31,5D,5,30,,16,31,22.83,21.29%,-51.35%,0.41,53.17%,1.99%
24,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,5D,5,30,,30,31,26.29,22.35%,-48.32%,0.46,52.63%,2.01%
25,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,5D,5,30,,30,31,31.97,23.84%,-49.49%,0.48,52.61%,2.00%
26,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,5D,5,30,,30,31,24.96,21.96%,-52.84%,0.42,52.58%,2.00%
27,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 31,5D,5,30,,20,31,25.4,22.09%,-47.75%,0.46,52.63%,1.99%
28,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 31,5D,5,30,,21,31,34.86,24.50%,-49.27%,0.5,53.04%,2.00%
29,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 31,5D,5,30,,22,31,35.02,24.54%,-51.11%,0.48,53.35%,1.99%
30,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,5D,5,30,,30,31,36.58,24.87%,-51.98%,0.48,53.52%,2.00%
31,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 31,5D,5,30,,24,31,4.21,9.27%,-63.46%,0.15,51.18%,2.14%
32,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,5D,5,30,,30,31,26.73,22.48%,-55.59%,0.4,53.09%,2.00%
33,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,24.31,21.76%,-56.43%,0.39,53.04%,1.99%
34,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,14.58,17.98%,-53.58%,0.34,52.43%,2.00%
35,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,22.88,21.31%,-46.24%,0.46,52.68%,2.00%
36,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,9.94,15.22%,-58.89%,0.26,52.15%,2.13%
37,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,16.17,18.74%,-49.17%,0.38,52.73%,2.00%
38,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,16.45,18.86%,-49.29%,0.38,52.58%,2.00%
39,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,22.76,21.27%,-50.92%,0.42,52.91%,2.00%
40,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,15.55,18.45%,-60.17%,0.31,52.23%,2.15%
41,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,21.55,20.86%,-49.37%,0.42,52.40%,1.99%
42,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,18.99,19.92%,-50.43%,0.39,52.15%,1.99%
43,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,20.74,20.57%,-50.93%,0.4,52.40%,1.99%
44,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,26.35,22.37%,-53.40%,0.42,52.79%,2.00%
45,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,26.77,22.49%,-53.46%,0.42,53.09%,1.99%
46,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,23.56,21.53%,-53.02%,0.41,53.27%,2.00%
47,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,23.83,21.61%,-55.31%,0.39,53.22%,2.00%
48,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,25.49,22.12%,-56.18%,0.39,53.24%,2.00%
49,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,22.55,21.20%,-57.09%,0.37,53.52%,2.00%
50,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,42.87,26.10%,-52.26%,0.5,53.29%,2.12%
51,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,25.28,22.06%,-46.54%,0.47,52.73%,2.01%
52,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,23.85,21.62%,-49.60%,0.44,52.99%,2.00%
53,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,22.53,21.19%,-51.31%,0.41,53.22%,2.00%
54,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,23.02,21.35%,-48.83%,0.44,53.24%,2.01%
55,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,5.99,11.68%,-57.41%,0.2,51.95%,2.14%
56,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,6.1,11.80%,-54.39%,0.22,51.79%,2.14%
57,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,18.62,19.77%,-53.08%,0.37,52.63%,1.98%
58,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,7.01,12.77%,-58.99%,0.22,51.92%,2.15%
59,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,20.19,20.38%,-52.38%,0.39,52.84%,1.99%
60,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,21.84,20.96%,-52.65%,0.4,53.01%,2.00%
61,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,22.78,21.28%,-52.79%,0.4,53.14%,1.99%
62,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,28.05,22.84%,-52.61%,0.43,53.37%,1.99%
63,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,21.15,20.72%,-53.99%,0.38,53.40%,2.00%
64,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,26.27,22.35%,-56.35%,0.4,53.12%,1.99%
65,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,26.38,22.38%,-52.74%,0.42,53.29%,2.00%
66,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,20.35,20.43%,-50.86%,0.4,52.86%,2.00%
67,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,25.94,22.25%,-46.04%,0.48,53.04%,2.01%
68,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,20.47,20.48%,-46.57%,0.44,53.09%,2.01%
69,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,18.54,19.74%,-52.40%,0.38,52.86%,2.01%
70,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,16.71,18.98%,-52.70%,0.36,52.79%,2.00%
71,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,16.33,18.81%,-55.26%,0.34,52.86%,1.99%
72,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,23.42,21.48%,-52.40%,0.41,53.19%,2.00%
73,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,23.64,21.55%,-52.06%,0.41,53.27%,1.99%
74,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,32.06,23.86%,-54.72%,0.44,52.71%,2.16%
75,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,22.26,21.10%,-51.00%,0.41,52.89%,2.00%
76,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,16.52,18.89%,-54.06%,0.35,52.84%,2.00%
77,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,19.3,20.04%,-54.10%,0.37,52.91%,1.99%
78,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,18.34,19.66%,-54.31%,0.36,52.94%,1.99%
79,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,14.92,18.15%,-54.64%,0.33,53.09%,2.00%
80,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,14.4,17.89%,-55.98%,0.32,52.96%,2.00%
81,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,21.58,20.87%,-53.98%,0.39,53.09%,2.01%
82,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,18.48,19.72%,-51.14%,0.39,52.38%,2.01%
83,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,18.46,19.71%,-47.68%,0.41,52.86%,2.01%
84,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,18.07,19.55%,-45.34%,0.43,53.14%,2.01%
85,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,17.47,19.30%,-52.11%,0.37,53.29%,2.02%
86,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,20.55,20.51%,-50.93%,0.4,53.47%,2.01%
87,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,16.95,19.08%,-52.67%,0.36,53.68%,2.00%
88,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 17 | Oversold: 250,5D,5,30,,17,250,17.12,19.16%,-54.01%,0.35,53.52%,2.00%
89,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,13.32,17.33%,-54.73%,0.32,52.96%,2.00%
90,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,18.63,19.78%,-53.04%,0.37,52.89%,2.00%
91,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,23.51,21.51%,-52.42%,0.41,52.94%,2.00%
92,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,31.97,23.84%,-50.58%,0.47,53.35%,2.00%
93,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,30.23,23.41%,-51.97%,0.45,53.27%,1.99%
94,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,27.04,22.56%,-52.32%,0.43,53.40%,2.00%
95,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,22.74,21.26%,-56.03%,0.38,53.27%,2.00%
96,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,29.19,23.14%,-53.21%,0.43,53.19%,2.00%
97,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 36,5D,5,30,,10,36,21.63,20.89%,-57.31%,0.36,53.17%,2.00%
98,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 36,5D,5,30,,11,36,13.77,17.56%,-54.04%,0.33,52.86%,2.00%
99,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 36,5D,5,30,,12,36,14.71,18.04%,-49.52%,0.36,52.73%,2.01%
