"Date","OrderTime","AssetType","Security","TradeSide","OrderType","FilledQuantity","FilledPrice","FilledAmount","OrderQuantity","OrderPrice","RealizedPnL","Commission","Status","LastUpdatedAt"
"2012-01-12","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-2500 shares","8.15","-20375","-2500 shares","-","625","29.54","Filled","2012-01-12 11:25:00"
"2012-01-12","11:25:00","Equity","600160.XSHG","Sell","MarketOrder","-1000 shares","21.08","-21080","-1000 shares","-","2780","30.57","Filled","2012-01-12 11:25:00"
"2012-01-16","09:30:00","Equity","002402.XSHE","Buy","MarketOrder","2100 shares","13.02","27342","2100 shares","-","0","12.3","Filled","2012-01-16 09:30:00"
"2012-01-16","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","4000 shares","7","28000","4000 shares","-","0","12.6","Filled","2012-01-16 09:30:00"
"2012-01-16","09:30:00","Equity","002335.XSHE","Buy","MarketOrder","1700 shares","16.06","27302","1700 shares","-","0","12.29","Filled","2012-01-16 09:30:00"
"2012-01-17","11:25:00","Equity","002402.XSHE","Sell","MarketOrder","-2100 shares","12.44","-26124","-2100 shares","-","-1218","37.88","Filled","2012-01-17 11:25:00"
"2012-01-30","11:25:00","Equity","002335.XSHE","Sell","MarketOrder","-1700 shares","16.28","-27676","-1700 shares","-","374","40.13","Filled","2012-01-30 11:25:00"
"2012-02-02","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-4000 shares","7.58","-30320","-4000 shares","-","2320","43.96","Filled","2012-02-02 11:25:00"
"2012-02-10","11:25:00","Equity","600803.XSHG","Sell","MarketOrder","-3700 shares","11.86","-43882","-3700 shares","-","5735","63.63","Filled","2012-02-10 11:25:00"
"2012-03-16","09:30:00","Equity","002340.XSHE","Buy","MarketOrder","5700 shares","22.65","129105","5700 shares","-","0","58.1","Filled","2012-03-16 09:30:00"
"2012-03-22","11:25:00","Equity","002340.XSHE","Sell","MarketOrder","-5700 shares","23.44","-133608","-5700 shares","-","4503","193.73","Filled","2012-03-22 11:25:00"
"2012-03-30","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","5600 shares","7.9","44240","5600 shares","-","0","19.91","Filled","2012-03-30 09:30:00"
"2012-03-30","09:30:00","Equity","002555.XSHE","Buy","MarketOrder","4300 shares","10.22","43946","4300 shares","-","0","19.78","Filled","2012-03-30 09:30:00"
"2012-03-30","09:30:00","Equity","600089.XSHG","Buy","MarketOrder","5800 shares","7.58","43964","5800 shares","-","0","19.78","Filled","2012-03-30 09:30:00"
"2012-04-09","11:25:00","Equity","002555.XSHE","Sell","MarketOrder","-4300 shares","10.58","-45494","-4300 shares","-","1548","65.97","Filled","2012-04-09 11:25:00"
"2012-04-10","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-5600 shares","7.64","-42784","-5600 shares","-","-1456","62.04","Filled","2012-04-10 11:25:00"
"2012-04-23","11:25:00","Equity","600089.XSHG","Sell","MarketOrder","-5800 shares","7.9","-45820","-5800 shares","-","1856","66.44","Filled","2012-04-23 11:25:00"
"2012-04-25","09:30:00","Equity","300274.XSHE","Buy","MarketOrder","12100 shares","11.16","135036","12100 shares","-","0","60.77","Filled","2012-04-25 09:30:00"
"2012-05-21","11:25:00","Equity","300274.XSHE","Sell","MarketOrder","-12100 shares","11.44","-138424","-12100 shares","-","3388","200.71","Filled","2012-05-21 11:25:00"
"2012-06-06","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","16600 shares","8.34","138444","16600 shares","-","0","62.3","Filled","2012-06-06 09:30:00"
"2012-06-20","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-16600 shares","7.9","-131140","-16600 shares","-","-7304","190.15","Filled","2012-06-20 11:25:00"
"2012-06-27","09:30:00","Equity","002340.XSHE","Buy","MarketOrder","9800 shares","13.24","129752","9800 shares","-","0","58.39","Filled","2012-06-27 09:30:00"
"2012-07-10","09:30:00","Equity","600803.XSHG","Buy","MarketOrder","100 shares","9.06","906","100 shares","-","0","5","Filled","2012-07-10 09:30:00"
"2012-07-18","11:25:00","Equity","600803.XSHG","Sell","MarketOrder","-100 shares","8.49","-849","-100 shares","-","-57","5.85","Filled","2012-07-18 11:25:00"
"2012-07-19","09:30:00","Equity","300274.XSHE","Buy","MarketOrder","100 shares","9.6","960","100 shares","-","0","5","Filled","2012-07-19 09:30:00"
"2012-07-27","11:25:00","Equity","300274.XSHE","Sell","MarketOrder","-100 shares","9.24","-924","-100 shares","-","-36","5.92","Filled","2012-07-27 11:25:00"
"2012-08-13","11:25:00","Equity","002340.XSHE","Sell","MarketOrder","-9800 shares","14.26","-139748","-9800 shares","-","9996","202.63","Filled","2012-08-13 11:25:00"
"2012-08-28","09:30:00","Equity","601117.XSHG","Buy","MarketOrder","24200 shares","5.8","140360","24200 shares","-","0","63.16","Filled","2012-08-28 09:30:00"
"2012-09-10","11:25:00","Equity","601117.XSHG","Sell","MarketOrder","-24200 shares","6.92","-167464","-24200 shares","-","27104","242.82","Filled","2012-09-10 11:25:00"
"2012-09-24","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","15100 shares","5.54","83654","15100 shares","-","0","37.64","Filled","2012-09-24 09:30:00"
"2012-09-24","09:30:00","Equity","000591.XSHE","Buy","MarketOrder","12600 shares","6.6","83160","12600 shares","-","0","37.42","Filled","2012-09-24 09:30:00"
"2012-09-26","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-15100 shares","5.34","-80634","-15100 shares","-","-3020","116.92","Filled","2012-09-26 11:25:00"
"2012-09-27","09:30:00","Equity","002340.XSHE","Buy","MarketOrder","7200 shares","11.12","80064","7200 shares","-","0","36.03","Filled","2012-09-27 09:30:00"
"2012-10-09","11:25:00","Equity","002340.XSHE","Sell","MarketOrder","-7200 shares","12.2","-87840","-7200 shares","-","7776","127.37","Filled","2012-10-09 11:25:00"
"2012-10-16","09:30:00","Equity","002049.XSHE","Buy","MarketOrder","3900 shares","22.68","88452","3900 shares","-","0","39.8","Filled","2012-10-16 09:30:00"
"2012-10-17","11:25:00","Equity","000591.XSHE","Sell","MarketOrder","-12600 shares","6.76","-85176","-12600 shares","-","2016","123.51","Filled","2012-10-17 11:25:00"
"2012-10-17","11:25:00","Equity","002049.XSHE","Sell","MarketOrder","-3900 shares","21.8","-85020","-3900 shares","-","-3432","123.28","Filled","2012-10-17 11:25:00"
"2012-11-16","09:30:00","Equity","601888.XSHG","Buy","MarketOrder","6000 shares","28.2","169200","6000 shares","-","0","76.14","Filled","2012-11-16 09:30:00"
