"Date","AssetType","Security","Side","Quantity","AvailableQuantity","CloseOrSettlementPrice","MarketValue","UnrealizedPnL","AverageOpenPrice","AverageHoldingPriceFutures","Margin","DailyPnL","TodayQuantity","PnLRatio","PositionRatio"
"2011-04-28","Equity","600803.XSHG","Long","4200 shares","4200 shares","13.8","57960","-840","14","-","0","-672","0 shares","-1.43%","115488"
"2011-04-28","","Cash","","","","","57528","","","","","","","","0"
"2011-04-29","Equity","600803.XSHG","Long","4200 shares","4200 shares","14.23","59766","966","14","-","0","1806","0 shares","1.64%","119230.63"
"2011-04-29","Equity","002049.XSHE","Long","1400 shares","0 shares","21.7","30380","1652","20.52","-","0","1652","1400 shares","5.75%","119230.63"
"2011-04-29","Equity","300059.XSHE","Long","700 shares","0 shares","37.33","26131","301","36.9","-","0","301","700 shares","1.17%","119230.63"
"2011-04-29","","Cash","","","","","2953.63","","","","","","","","0"
"2011-05-03","Equity","600803.XSHG","Long","4200 shares","4200 shares","14.2","59640","840","14","-","0","-126","0 shares","1.43%","119823.63"
"2011-05-03","Equity","002049.XSHE","Long","1400 shares","1400 shares","22.06","30884","2156","20.52","-","0","504","0 shares","7.5%","119823.63"
"2011-05-03","Equity","300059.XSHE","Long","700 shares","700 shares","37.64","26348","518","36.9","-","0","217","0 shares","2.01%","119823.63"
"2011-05-03","Equity","601919.XSHG","Long","100 shares","0 shares","9.43","943","3","9.4","-","0","3","100 shares","0.32%","119823.63"
"2011-05-03","","Cash","","","","","2008.63","","","","","","","","0"
"2011-05-04","Equity","600803.XSHG","Long","4200 shares","4200 shares","13.62","57204","-1596","14","-","0","-2436","0 shares","-2.71%","116700.63"
"2011-05-04","Equity","002049.XSHE","Long","1400 shares","1400 shares","21.88","30632","1904","20.52","-","0","-252","0 shares","6.63%","116700.63"
"2011-05-04","Equity","300059.XSHE","Long","700 shares","700 shares","37.05","25935","105","36.9","-","0","-413","0 shares","0.41%","116700.63"
"2011-05-04","Equity","601919.XSHG","Long","100 shares","100 shares","9.21","921","-19","9.4","-","0","-22","0 shares","-2.02%","116700.63"
"2011-05-04","","Cash","","","","","2008.63","","","","","","","","0"
"2011-05-05","Equity","002049.XSHE","Long","1400 shares","1400 shares","22.28","31192","2464","20.52","-","0","560","0 shares","8.58%","116772.63"
"2011-05-05","Equity","300059.XSHE","Long","700 shares","700 shares","37.95","26565","735","36.9","-","0","630","0 shares","2.85%","116772.63"
"2011-05-05","Equity","601919.XSHG","Long","100 shares","100 shares","9.26","926","-14","9.4","-","0","5","0 shares","-1.49%","116772.63"
"2011-05-05","","Cash","","","","","58089.63","","","","","","","","0"
"2011-05-06","Equity","002049.XSHE","Long","1400 shares","1400 shares","22.19","31066","2492","20.41","-","0","28","0 shares","8.72%","117157.83"
"2011-05-06","Equity","300059.XSHE","Long","700 shares","700 shares","38.5","26950","1120","36.9","-","0","385","0 shares","4.34%","117157.83"
"2011-05-06","Equity","601919.XSHG","Long","100 shares","100 shares","9.29","929","-11","9.4","-","0","3","0 shares","-1.17%","117157.83"
"2011-05-06","","Cash","","","","","58212.83","","","","","","","","0"
"2011-05-09","Equity","002049.XSHE","Long","1400 shares","1400 shares","22.43","31402","2828","20.41","-","0","336","0 shares","9.9%","117693.53"
"2011-05-09","Equity","300059.XSHE","Long","700 shares","700 shares","38.58","27006","1176","36.9","-","0","56","0 shares","4.55%","117693.53"
"2011-05-09","Equity","601919.XSHG","Long","100 shares","100 shares","9.32","932","-8","9.4","-","0","3","0 shares","-0.85%","117693.53"
