"Date","AssetType","Security","Side","Quantity","AvailableQuantity","CloseOrSettlementPrice","MarketValue","UnrealizedPnL","AverageOpenPrice","AverageHoldingPriceFutures","Margin","DailyPnL","TodayQuantity","PnLRatio","PositionRatio"
"2013-12-27","Equity","600196.XSHG","Long","2100 shares","2100 shares","19.84","41664","2289","18.75","-","0","672","0 shares","5.81%","201580.09"
"2013-12-27","Equity","002422.XSHE","Long","800 shares","800 shares","45.48","36384","-416","46","-","0","504","0 shares","-1.13%","201580.09"
"2013-12-27","Equity","600018.XSHG","Long","7600 shares","7600 shares","5.23","39748","228","5.2","-","0","532","0 shares","0.58%","201580.09"
"2013-12-27","Equity","600252.XSHG","Long","2900 shares","2900 shares","13.23","38367","-986","13.57","-","0","-319","0 shares","-2.51%","201580.09"
"2013-12-27","","Cash","","","","","6033.09","","","","","","","","0"
"2013-12-30","Equity","600062.XSHG","Long","1800 shares","1800 shares","22.11","39798","1548","21.25","-","0","414","0 shares","4.05%","202488.09"
"2013-12-30","Equity","600196.XSHG","Long","2100 shares","2100 shares","19.5","40950","1575","18.75","-","0","-714","0 shares","4%","202488.09"
"2013-12-30","Equity","002422.XSHE","Long","800 shares","800 shares","46.32","37056","256","46","-","0","672","0 shares","0.7%","202488.09"
"2013-12-30","Equity","600018.XSHG","Long","7600 shares","7600 shares","5.27","40052","532","5.2","-","0","304","0 shares","1.35%","202488.09"
"2013-12-30","Equity","600252.XSHG","Long","2900 shares","2900 shares","13.31","38599","-754","13.57","-","0","232","0 shares","-1.92%","202488.09"
"2013-12-30","","Cash","","","","","6033.09","","","","","","","","0"
"2013-12-31","Equity","600062.XSHG","Long","1800 shares","1800 shares","22.37","40266","2016","21.25","-","0","468","0 shares","5.27%","203834.09"
"2013-12-31","Equity","600196.XSHG","Long","2100 shares","2100 shares","19.59","41139","1764","18.75","-","0","189","0 shares","4.48%","203834.09"
"2013-12-31","Equity","002422.XSHE","Long","800 shares","800 shares","45.89","36712","-88","46","-","0","-344","0 shares","-0.24%","203834.09"
"2013-12-31","Equity","600018.XSHG","Long","7600 shares","7600 shares","5.28","40128","608","5.2","-","0","76","0 shares","1.54%","203834.09"
"2013-12-31","Equity","600252.XSHG","Long","2900 shares","2900 shares","13.64","39556","203","13.57","-","0","957","0 shares","0.52%","203834.09"
"2013-12-31","","Cash","","","","","6033.09","","","","","","","","0"
"2014-01-02","Equity","600062.XSHG","Long","1800 shares","1800 shares","22.61","40698","2448","21.25","-","0","432","0 shares","6.4%","204290.09"
"2014-01-02","Equity","600196.XSHG","Long","2100 shares","2100 shares","19.1","40110","735","18.75","-","0","-1029","0 shares","1.87%","204290.09"
"2014-01-02","Equity","002422.XSHE","Long","800 shares","800 shares","46.49","37192","392","46","-","0","480","0 shares","1.07%","204290.09"
"2014-01-02","Equity","600018.XSHG","Long","7600 shares","7600 shares","5.26","39976","456","5.2","-","0","-152","0 shares","1.15%","204290.09"
"2014-01-02","Equity","600252.XSHG","Long","2900 shares","2900 shares","13.89","40281","928","13.57","-","0","725","0 shares","2.36%","204290.09"
"2014-01-02","","Cash","","","","","6033.09","","","","","","","","0"
"2014-01-03","Equity","600062.XSHG","Long","1800 shares","1800 shares","21.81","39258","1008","21.25","-","0","-1440","0 shares","2.64%","201961.09"
"2014-01-03","Equity","600196.XSHG","Long","2100 shares","2100 shares","18.69","39249","-126","18.75","-","0","-861","0 shares","-0.32%","201961.09"
"2014-01-03","Equity","002422.XSHE","Long","800 shares","800 shares","47.4","37920","1120","46","-","0","728","0 shares","3.04%","201961.09"
"2014-01-03","Equity","600018.XSHG","Long","7600 shares","7600 shares","5.13","38988","-532","5.2","-","0","-988","0 shares","-1.35%","201961.09"
"2014-01-03","Equity","600252.XSHG","Long","2900 shares","2900 shares","13.97","40513","1160","13.57","-","0","232","0 shares","2.95%","201961.09"
"2014-01-03","","Cash","","","","","6033.09","","","","","","","","0"
"2014-01-06","Equity","600062.XSHG","Long","1800 shares","1800 shares","20.97","37746","-504","21.25","-","0","-1512","0 shares","-1.32%","193859.09"
"2014-01-06","Equity","600196.XSHG","Long","2100 shares","2100 shares","17.72","37212","-2163","18.75","-","0","-2037","0 shares","-5.49%","193859.09"
"2014-01-06","Equity","002422.XSHE","Long","800 shares","800 shares","46.28","37024","224","46","-","0","-896","0 shares","0.61%","193859.09"
"2014-01-06","Equity","600018.XSHG","Long","7600 shares","7600 shares","4.79","36404","-3116","5.2","-","0","-2584","0 shares","-7.88%","193859.09"
"2014-01-06","Equity","600252.XSHG","Long","2900 shares","2900 shares","13.6","39440","87","13.57","-","0","-1073","0 shares","0.22%","193859.09"
"2014-01-06","","Cash","","","","","6033.09","","","","","","","","0"
